Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,OUTLOOK GWINNET STATION1,1470 Laurel Crossing Pkwy NE,Parking Lot,Buford,GA,30519,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.053301,-83.987925,2025-06-02,262386,2025-06-02 02:26:38 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ALTA PORTER STATION 1,3930 Peachtree Rd,,Brookhaven,GA,30319,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.858328,-84.342472,2025-06-02,262524,2025-06-02 02:28:51 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ALTA PORTER STATION 3,3930 Peachtree Rd,,Brookhaven,GA,30319,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.858337,-84.342504,2025-06-02,262526,2025-06-02 02:28:51 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Cumming,300 Aquatic Circle,,Cumming,GA,30040,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,34.224058,-84.1084678,2025-06-02,262629,2025-06-02 00:36:50 UTC,,,,2023-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Oconee,1201 Bishop Farms Parkway,,Watkinsville,GA,30677,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,33.8664968,-83.4260821,2025-06-02,262635,2025-06-02 00:36:50 UTC,,,,2023-03-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Crowne Plaza Atlanta Perimeter at Ravinia,4355 Ashford Dunwoody Rd NE,,Atlanta,GA,30346,,770-395-7700,E,,Public,24 hours daily; paid garage,,,,,,4,,,Non-Networked,,200-8,33.92095,-84.33791,2023-07-11,262818,2024-01-31 22:07:01 UTC,P,,,2023-06-03,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free; paid garage,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,TAYLOR H HYUNDAI LEVEL 3,3233 Washington Rd,,Augusta,GA,30907,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.515751,-82.064149,2025-06-02,262911,2025-06-02 02:29:22 UTC,,,,2023-06-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Chickamauga City Hall,103 Crittenden Ave,,Chickamauga,GA,30707,,706-375-3177,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,34.8823801180998,-85.2832320090943,2023-07-11,296749,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EOS Charge - Cohutta Food Mart,5414 Cleveland Hwy,,Cohutta,GA,30710,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.976241038967,-84.9331998616368,2023-07-11,296750,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Young Harris College,17 Sunset Dr,,Young Harris,GA,30582,,706-379-5212,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,3,,,Non-Networked,,GPS,34.9340281801599,-83.843979158078,2023-07-11,296751,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,La Quinta Inn,715 College Dr,,Dalton,GA,30720,,706-272-9099,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.7687499839169,-85.0024743244449,2023-07-11,296752,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EOS Charge - Country Inn & Suites,903 W Bridge Rd,,Dalton,GA,30720,,706-278-9700,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.7593170339299,-85.0033787048767,2023-07-11,296753,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ronnie Thompson Ford,130 Coosawattee Dr,,East Ellijay,GA,30539,,866-515-3673,E,,Public - Credit card at all times,8:30am-5pm M-Sat,A D Debit M V,,,,,1,,,Non-Networked,,GPS,34.6705348026617,-84.4882454307646,2023-07-11,296754,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Shottenkirk Ford Jasper,868 GA-515,,Jasper,GA,30143,,762-448-6187,E,,Public - Credit card at all times,9am-7pm M-Sat,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.4541462688207,-84.453875031367,2023-07-11,296755,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EOS Charge - Chevron,1531 Dews Pond Rd,,Calhoun,GA,30701,,706-624-2830,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.5030300496088,-84.9168876134365,2023-07-11,296756,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Atlantic Coast Conservancy,80 S Main St,,Jasper,GA,30143,,770-617-0662,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,34.4666907161517,-84.429265401754,2023-07-11,296757,2024-01-31 22:07:01 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STREET_PARKING,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Autel - Atlanta Motorsports Park,20 Duck Thurmond Rd,,Dawsonville,GA,30534,,678-513-9114,E,,Public - Credit card at all times,9am-8pm daily,A D Debit M V,,,,,,10,,AUTEL,https://autelenergy.us,GPS,34.4315646296881,-84.1759195811143,2023-07-11,296758,2025-05-02 18:38:17 UTC,P,,,2023-06-15,,,,,J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Autel - Atlanta Motorsports Park - Garage A,20 Duck Thurmond Rd,,Dawsonville,GA,30534,,678-513-9114,E,,Public - Credit card at all times,9am-8pm daily,A D Debit M V,,,,,2,,,AUTEL,https://autelenergy.us,GPS,34.432424990934,-84.1768543592796,2023-07-11,296759,2025-05-02 18:40:51 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Autel - Atlanta Motorsports Park - Garage B,20 Duck Thurmond Rd,,Dawsonville,GA,30534,,678-513-9114,E,,Public - Credit card at all times,9am-8pm daily,A D Debit M V,,,,,2,,,AUTEL,https://autelenergy.us,GPS,34.4330401227884,-84.1770032719856,2023-07-11,296760,2025-05-02 18:41:23 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Autel - Atlanta Motorsports Park - Kart Track,20 Duck Thurmond Rd,,Dawsonville,GA,30534,,678-513-9114,E,,Public - Credit card at all times,9am-8pm daily,A D Debit M V,,,,,2,,,AUTEL,https://autelenergy.us,GPS,34.4368166995441,-84.1757915594058,2023-07-11,296761,2025-05-02 18:41:55 UTC,P,,,2023-06-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,PREMIER PLAZA PP THREE,5607 Glenridge Dr,,Sandy Springs,GA,30342,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.906776,-84.363983,2025-06-02,298715,2025-06-02 02:22:30 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 2 STATION 1,379 Cumberland Blvd SE,Parking level 2 in front of dog park,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879712,-84.454783,2025-06-02,299648,2025-06-02 02:26:36 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 2 STATION 2,379 Cumberland Blvd SE,Parking level 2 in front of dog park,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879702,-84.454896,2025-06-02,299649,2025-06-02 02:26:36 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 3 STATION 2,379 Cumberland Blvd SE,Parking level 3 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879698,-84.454761,2025-06-02,299694,2025-06-02 02:26:46 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 3 STATION 1,379 Cumberland Blvd SE,Parking level 3 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879774,-84.454722,2025-06-02,299695,2025-06-02 02:26:46 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 4 STATION 1,379 Cumberland Blvd SE,Parking level 4 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879712,-84.45476,2025-06-02,299703,2025-06-02 02:26:46 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 4 STATION 2,379 Cumberland Blvd SE,Parking level four in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879703,-84.454794,2025-06-02,299705,2025-06-02 02:26:47 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 5 STATION 1,379 Cumberland Blvd SE,Parking level 5 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879719,-84.454772,2025-06-02,299710,2025-06-02 02:26:47 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 5 STATION 2,379 Cumberland Blvd SE,Parking level 5 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879727,-84.45476,2025-06-02,299711,2025-06-02 02:26:47 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THE ENCORE APTS LVL 6 STATION 1,379 Cumberland Blvd SE,Parking level 6 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879724,-84.454747,2025-06-02,299712,2025-06-02 02:26:48 UTC,,,,2023-06-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITYOFCOVINGTON COV GREEN FUEL1,10010 City Pond Rd,,Covington,GA,30014,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.618542,-83.844049,2025-06-02,300385,2025-06-02 02:29:34 UTC,,,,2023-06-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CITYOFCOVINGTON COV GREEN FUEL2,10010 City Pond Rd,,Covington,GA,30014,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.618299,-83.843759,2025-06-02,300386,2025-06-02 02:29:34 UTC,,,,2023-06-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
E85,RaceTrac,1638 US Highway 41,,Griffin,GA,30224,,770-229-6137,E,,Public,24 hours daily,A Cash CREDIT D Debit M V,,,,,,,,,,200-8,33.19576,-84.28271,2024-09-12,301763,2025-02-12 00:16:32 UTC,P,,,2023-06-30,,,,false,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
E85,RaceTrac Braselton 211 (Store 2307),1944 Hwy 211 NW,,Hoschton,GA,30548,,678-425-9039,E,,Public,24 Hours Daily,A ANDROID_PAY APPLE_PAY Cash CREDIT D Debit M V,,,,,,,,,,200-8,34.09358,-83.80986,2024-09-12,301941,2025-02-12 00:16:32 UTC,P,,,2023-06-24,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,E40-Plus,,,,,,,,,,,false,,,,,,,,,,
ELEC,GEORGIA POWER CLARKSTON DC1,3921 Church St,,Clarkston,GA,30021,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.80909,-84.23917,2025-06-02,302118,2025-06-02 02:29:38 UTC,,,,2023-07-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER CLARKSTON DC2,3921 Church St,,Clarkston,GA,30021,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.808905,-84.239064,2025-06-02,302134,2025-06-02 02:30:51 UTC,,,,2023-07-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,FALCONS FURY HD DCFAST HOG,900 Dogwood Dr SE,Front parking,Conyers,GA,30012,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.65865,-84.018486,2025-06-02,302279,2025-06-02 01:26:53 UTC,,,,2023-07-10,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HONDA MALL GA CPF50 MS,3699 Buford Dr,,Buford,GA,30519,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.081914,-83.985853,2025-06-02,302473,2025-06-02 02:30:02 UTC,,,,2023-07-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BRMEMC STATION 1,62 Blue Ridge St,Behind City Hall,Blairsville,GA,30512,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.87593,-83.95971,2025-06-02,302511,2025-06-02 02:31:26 UTC,,,,2023-07-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BRMEMC STATION 2,62 Blue Ridge St,Behind City Hall,Blairsville,GA,30512,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.875916,-83.95975,2025-06-02,302512,2025-06-02 02:31:26 UTC,,,,2023-07-14,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HYUNDAICOLUMBUS STATION 1,3000 N Lake Pkwy,,Columbus,GA,31909,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.551986,-84.941815,2025-06-02,302695,2025-06-02 02:06:38 UTC,,,,2023-07-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CHICKFILA CFA-LAGRANGE,1574 Lafayette Pkwy,Near rear of Restaurant,LaGrange,GA,30241,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.04116,-84.97483,2025-06-02,302744,2025-06-02 02:31:45 UTC,,,,2023-07-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NALLEY HYUNDAI CUSTOMER AREA,7909 Mall Pkwy,,Stonecrest,GA,30038,,888-758-4389,E,,Public,Mon 8:00am - 7:00pm; Tue 8:00am - 7:00pm; Wed 8:00am - 7:00pm; Thu 8:00am - 7:00pm; Fri 8:00am - 7:00pm; Sat 8:00am - 6:00pm,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.696248,-84.10257,2025-06-02,302851,2025-06-02 02:19:39 UTC,,,,2023-07-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,NALLEY HYUNDAI INVENTORY LOT,7909 Mall Pkwy,,Stonecrest,GA,30038,,888-758-4389,E,,Public,Mon 8:00am - 7:00pm; Tue 8:00am - 7:00pm; Wed 8:00am - 7:00pm; Thu 8:00am - 7:00pm; Fri 8:00am - 7:00pm; Sat 8:00am - 6:00pm,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.69634,-84.102138,2025-06-02,302908,2025-06-02 02:31:50 UTC,,,,2023-07-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"City of Norcross - Public Works, Utilities & parks",345 Lively Avenue,,Norcross,GA,30071,,855-885-9571,E,,Public,,,,,,,6,,,OpConnect,https://opconnect-ev.com,GPS,33.9411,-84.21374,2025-06-02,303027,2025-06-02 03:41:45 UTC,,,,2023-07-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Mike Daniel Recreaction Center,1220 Lafayette Parkway,,LaGrange,GA,30241,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,33.040326,-85.00142,2025-06-02,303693,2025-06-02 04:07:32 UTC,,,,2023-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Government Center,100 Ridley Avenue,,LaGrange,GA,30241,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,33.04024,-85.03009,2025-06-02,303694,2025-06-02 04:07:32 UTC,,,,2023-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,REGISTRY REGISTRY EV1,211 13th St NE,Located on the second floor of the parking deck. Private property.,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.785159,-84.380384,2025-06-02,303810,2025-06-02 01:14:31 UTC,,,,2023-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,CROCKER PARTNER PROMINENCE 4,3475 Piedmont Rd NE,P6 Level charger #4,Atlanta,GA,30305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.850098,-84.375394,2025-06-02,303913,2025-06-02 02:27:36 UTC,,,,2023-08-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GM - Carl Black Buick,11225 Alpharetta Hwy.,,Roswell,GA,30076,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,https://www.evconnect.com,GPS,34.052475,-84.331033,2025-06-02,306456,2025-06-02 03:45:48 UTC,,,,2023-08-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,FLINT EMC MC LVL 2,323 Jonesboro Rd,,Warner Robins,GA,30253,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.592758,-83.664016,2025-06-02,306589,2025-06-02 02:32:47 UTC,,,,2023-08-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,VININGS LVL B1,2780 Bert Adams Rd NW,"Located on level B1 of the Gables parking deck, adjacent to the gates on B1.",Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.867972,-84.474206,2025-06-02,306630,2025-06-02 01:29:16 UTC,,,,2023-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Beechwood Shopping Center - Tesla Supercharger,196 Alps Rd,,Athens,GA,30606,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,33.9477931,-83.41031632,2024-07-01,306839,2025-02-12 00:16:32 UTC,P,,,2023-08-10,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,DECK EV STATION PARKING DECK 2,2200 Medical Center Blvd Parking Deck,,Lawrenceville,GA,30046,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.965799,-84.015604,2025-06-02,307312,2025-06-02 02:27:53 UTC,,,,2023-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DECK EV STATION PARKING DECK 1,2200 Medical Center Blvd Parking Deck,Parking Deck Lower Level G,Lawrenceville,GA,30046,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.965788,-84.015597,2025-06-02,307338,2025-06-02 02:32:54 UTC,,,,2023-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DECK EV STATION PARKING DECK 4,2200 Medical Center Blvd Parking Deck,Parking Level G,Lawrenceville,GA,30046,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.966117,-84.015672,2025-06-02,307339,2025-06-02 02:32:54 UTC,,,,2023-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ALM CARS ALMB-ST04,4228 Buford Dr,,Buford,GA,30518,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.091799,-84.007806,2025-06-02,307586,2025-06-02 02:33:31 UTC,,,,2023-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,ALM CARS ALMB-ST05,4228 Buford Dr,,Buford,GA,30518,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.091764,-84.007828,2025-06-02,307587,2025-06-02 02:33:31 UTC,,,,2023-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Augusta Regional Airport,1501 Aviation Way,,Augusta,GA,30906,,770-296-7358,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,33.37236716240696,-81.97321263919956,2023-09-14,308004,2024-01-31 22:07:01 UTC,P,,,2023-08-22,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,JC LEWIS MAZDA STATION 1,10101 Abercorn St,,Savannah,GA,31406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,31.991303,-81.130825,2025-06-02,308081,2025-06-02 02:17:42 UTC,,,,2023-08-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
